rating,review_count,name,categories0,phone,image_url,id,city,postal_code,address,latitude,longitude,state,categories1,categories2
3.5,113,Suki's Bar and Grill,divebars,5032261181,https://s3-media3.fl.yelpcdn.com/bphoto/fMhuuU3RlhkIsgfmFb4Ynw/ms.jpg,sukis-bar-and-grill-portland,Portland,97201,2401 SW 4th Ave,45.505393,-122.682388,OR,karaoke,tradamerican
3.5,78,Yamhill Pub,divebars,5032956613,https://s3-media4.fl.yelpcdn.com/bphoto/6aShtPOEERWQuSL7M8TXsw/ms.jpg,yamhill-pub-portland,Portland,97204,223 SW Yamhill St,45.51745042,-122.6752295,OR,,
4,40,Bushwhacker Cider Woodlawn,pubs,9712291663,https://s3-media3.fl.yelpcdn.com/bphoto/F1mlHeynx3wUpFUmLH5F7A/ms.jpg,bushwhacker-cider-woodlawn-portland,Portland,97211,901 NE Oneonta St,45.5720699,-122.65679,OR,cideries,
4,26,Al's Den,pubs,,https://s3-media1.fl.yelpcdn.com/bphoto/xv2vOOzPgY7h-wrLuDI8tw/ms.jpg,als-den-portland,Portland,97205,1250-1298 SW Stark St,45.5225754,-122.6836395,OR,musicvenues,
4,126,Mission Theater,pubs,5032234527,https://s3-media3.fl.yelpcdn.com/bphoto/3NZsv-hhh9x04rgORH8RAg/ms.jpg,mission-theater-portland,Portland,97209,1624 NW Glisan St.,45.526201,-122.688113,OR,movietheaters,tradamerican
3.5,165,Life of Riley Tavern,pubs,5032241680,https://s3-media2.fl.yelpcdn.com/bphoto/NohsC3RP8Db3Fty6_p-O9w/ms.jpg,life-of-riley-tavern-portland,Portland,97209,300 NW 10th Ave,45.52527,-122.68097,OR,burgers,sandwiches
3.5,32,McPeets Portland Pub,pubs,5032870625,https://s3-media4.fl.yelpcdn.com/bphoto/sQ2KVMY4rUd4VUwqWgz47Q/ms.jpg,mcpeets-portland-pub-portland,Portland,97213,4501 NE Fremont Street,45.54845,-122.61692,OR,burgers,sandwiches
4,34,Bleachers Sports Bar & Grill,pubs,5036431711,https://s3-media2.fl.yelpcdn.com/bphoto/web95Viw5NSWl5BeGy47Tw/ms.jpg,bleachers-sports-bar-and-grill-portland,Portland,97229,575 NW Saltzman Rd,45.52414,-122.80675,OR,tradamerican,
3.5,124,21st Avenue Bar & Grill,pubs,5032224121,https://s3-media4.fl.yelpcdn.com/bphoto/rKN2opqZ0T1u4fY3EyDZMw/ms.jpg,21st-avenue-bar-and-grill-portland,Portland,97209,721 NW 21st Ave,45.5281499,-122.69481,OR,tradamerican,
4,38,Skyline Tavern,divebars,5032864788,https://s3-media1.fl.yelpcdn.com/bphoto/OuSRJ-3P8Yk__boRz3240A/ms.jpg,skyline-tavern-portland,Portland,97229,8031 NW Skyline Blvd,45.57952,-122.79755,OR,,
4,11,The Toffee Club,pubs,9712549518,https://s3-media4.fl.yelpcdn.com/bphoto/5rNa6cAX1nANEktJd_uXpg/ms.jpg,the-toffee-club-portland,Portland,97214,1006 SE Hawthorne Blvd,45.51206412,-122.6556265,OR,sportsbars,
3.5,69,Cheerful Bullpen,divebars,5032223063,https://s3-media3.fl.yelpcdn.com/bphoto/xyp-0r5072K_FG8F_l8-pw/ms.jpg,cheerful-bullpen-portland,Portland,97205,1730 SW Taylor St,45.52051,-122.69053,OR,tradamerican,sportsbars
3,87,Rogue Hall,pubs,5032198000,https://s3-media3.fl.yelpcdn.com/bphoto/oG1DKQ8wkcXuZ_C4zUMoOw/ms.jpg,rogue-hall-portland-2,Portland,97201,1717 SW Park Ave,45.5128784,-122.685379,OR,burgers,
3.5,118,Concordia Ale House,pubs,5032873929,https://s3-media1.fl.yelpcdn.com/bphoto/jXBPrfqnWancoIxPseqtPg/ms.jpg,concordia-ale-house-portland,Portland,97211,3276 NE Killingsworth St,45.56244,-122.63098,OR,tradamerican,
4,88,Sams Hollywood Billiards,divebars,5032828266,https://s3-media1.fl.yelpcdn.com/bphoto/M9R0DOyaIHUx0tJ6y8wSqA/ms.jpg,sams-hollywood-billiards-portland,Portland,97212,1845 NE 41st Ave,45.53636551,-122.6212387,OR,poolhalls,newamerican
3.5,83,The O'Neill Public House,pubs,5032331178,https://s3-media4.fl.yelpcdn.com/bphoto/BkmWml0A6wzULcsEWpUSKw/ms.jpg,the-o-neill-public-house-portland,Portland,97213,6000 NE Glisan St,45.5262727,-122.6020754,OR,irish,musicvenues
4,20,The River Road House,pubs,5036535885,https://s3-media4.fl.yelpcdn.com/bphoto/4t-8Dlm1o6QLGH0eFJ8uvg/ms.jpg,the-river-road-house-portland,Portland,97222,11921 SE 22nd Avenue,45.43813,-122.64116,OR,,
4,32,The Ship Tavern,divebars,5032447345,https://s3-media4.fl.yelpcdn.com/bphoto/C2QL30_e6xz6-EPY3x1SCg/ms.jpg,the-ship-tavern-portland,Portland,97219,7827 SW 35th Ave,45.468077,-122.713083,OR,pubs,sportsbars
4,149,Tanuki,divebars,5034776030,https://s3-media4.fl.yelpcdn.com/bphoto/TsFs76KFpYidaGuvNT9v6Q/ms.jpg,tanuki-portland-2,Portland,97215,8029 SE Stark St,45.51918514,-122.5811061,OR,,
3.5,24,Full Sail Brewing At Riverplace,breweries,5032225343,https://s3-media3.fl.yelpcdn.com/bphoto/Ia4gzK0TQTFbFyDKsiSB1w/ms.jpg,full-sail-brewing-at-riverplace-portland-2,Portland,97201,0307 SW Montgomery St,45.50952523,-122.6735013,OR,pubs,
4.5,7,45th St Pub & Grill,pubs,5032467061,https://s3-media4.fl.yelpcdn.com/bphoto/1JeHFG7pDrn8NBdVa8LV5Q/ms.jpg,45th-st-pub-and-grill-portland,Portland,97201,4511 SW Beaverton-Hillsdale Hwy,45.486012,-122.723447,OR,newamerican,musicvenues
3.5,76,Crow Bar,divebars,5032807099,https://s3-media2.fl.yelpcdn.com/bphoto/t5rVCRnwAy3OKAttXSyCVA/ms.jpg,crow-bar-portland,Portland,97227,3954 N Mississippi Ave,45.55168,-122.67522,OR,tradamerican,
4.5,17,Starday Tavern,divebars,9718884001,https://s3-media1.fl.yelpcdn.com/bphoto/drhE35BDoi-EUHjAbsRgDg/ms.jpg,starday-tavern-portland,Portland,97206,6517 SE Foster Rd,45.4892606,-122.5955051,OR,sportsbars,danceclubs
3.5,42,Commodore Lounge,divebars,5032247606,https://s3-media4.fl.yelpcdn.com/bphoto/CnD2Ajz0FtDxLsfgLaX1Dg/ms.jpg,commodore-lounge-portland,Portland,97205,1650 W Burnside St,45.5228584,-122.688456,OR,newamerican,lounges
4.5,38,Culmination Brewing,breweries,9712549114,https://s3-media4.fl.yelpcdn.com/bphoto/cfUTtNzfn3SHSV_pwmh4Dw/ms.jpg,culmination-brewing-portland,Portland,97232,2117 NE Oregon St,45.52901913,-122.6436651,OR,newamerican,
3,84,McMenamins Tavern & Pool,breweries,5032270929,https://s3-media4.fl.yelpcdn.com/bphoto/zsunelYL8b3qBSrsTaUMIA/ms.jpg,mcmenamins-tavern-and-pool-portland,Portland,97210,1716 NW 23rd Ave,45.5349999,-122.69859,OR,bars,tradamerican
3.5,137,McMenamins Ringlers Pub,breweries,5032250627,https://s3-media1.fl.yelpcdn.com/bphoto/hW8sxD8LnSN12vmtHA4mtg/ms.jpg,mcmenamins-ringlers-pub-portland,Portland,97209,Crystal Ballroom,45.52289,-122.68468,OR,tradamerican,bars
3.5,43,Ship Ahoy Tavern,divebars,5032390868,https://s3-media2.fl.yelpcdn.com/bphoto/q2b9AdNWLNrYRDE2iQYRgw/ms.jpg,ship-ahoy-tavern-portland,Portland,97202,2889 SE Gladstone St,45.49353,-122.63592,OR,,
3.5,249,Tug Boat Brewing,pubs,5032262508,https://s3-media2.fl.yelpcdn.com/bphoto/ArbemqtLyiEVnLyQbooKXA/ms.jpg,tug-boat-brewing-portland,Portland,97205,711 SW Ankeny St,45.52267,-122.6781524,OR,breweries,
3.5,87,The Fixin' To,pubs,5034774995,https://s3-media3.fl.yelpcdn.com/bphoto/Jv6IoKWQd7NlITeffpE9OQ/ms.jpg,the-fixin-to-portland,Portland,97203,8218 N Lombard,45.588871,-122.7513885,OR,southern,
3.5,60,Twilight Room,divebars,5032835091,https://s3-media3.fl.yelpcdn.com/bphoto/R-Eq0kIB9632rs-CVVp2mg/ms.jpg,twilight-room-portland,Portland,97203,5242 N Lombard St,45.58190927,-122.7226435,OR,diners,
4,230,Ecliptic Brewing,breweries,5032658002,https://s3-media1.fl.yelpcdn.com/bphoto/0tJc82KWKivsvFlbuC3Gog/ms.jpg,ecliptic-brewing-portland,Portland,97227,825 N Cook St,45.5473404,-122.6750989,OR,newamerican,
3,124,Jones,pubs,9712717178,https://s3-media3.fl.yelpcdn.com/bphoto/3rPT_3O-HE6F8OUYXaAEEQ/ms.jpg,jones-portland-3,Portland,97209,107 NW Couch St,45.52396011,-122.6716537,OR,danceclubs,diners
3,118,McMenamins Broadway Pub,breweries,5032889498,https://s3-media4.fl.yelpcdn.com/bphoto/9T54WoV4THaNYOQZeh1hlA/ms.jpg,mcmenamins-broadway-pub-portland,Portland,97232,1504 NE Broadway St,45.534912,-122.650276,OR,tradamerican,bars
3.5,38,Bear Paw,pubs,5032399208,https://s3-media3.fl.yelpcdn.com/bphoto/lGJRzqMXfqDf8VR7sYVUyw/ms.jpg,bear-paw-portland,Portland,97202,3237 SE Milwaukie Ave,45.49982071,-122.6545334,OR,divebars,karaoke
4,72,George's Corner Tavern,divebars,5032890307,https://s3-media1.fl.yelpcdn.com/bphoto/dp2E76nDhyH6pWB6rbzizg/ms.jpg,georges-corner-tavern-portland,Portland,97217,5501 N Interstate Ave,45.56307983,-122.682579,OR,restaurants,sportsbars
3.5,119,O'Connors,pubs,5032441690,https://s3-media4.fl.yelpcdn.com/bphoto/yvd9PJN7nNOXcF6jDREV0w/ms.jpg,o-connors-portland,Portland,97219,7850 SW Capitol Hwy,45.46763,-122.71382,OR,diners,
3.5,140,McMenamins Rams Head,breweries,5032210098,https://s3-media4.fl.yelpcdn.com/bphoto/F0L21GuLE8J0Fl3pVU6oiQ/ms.jpg,mcmenamins-rams-head-portland,Portland,97210,2282 NW Hoyt St.,45.526889,-122.698397,OR,bars,tradamerican
3.5,178,My Father's Place,divebars,5032355494,https://s3-media4.fl.yelpcdn.com/bphoto/i3Vf71R7HVztfeGJm4zZVw/ms.jpg,my-fathers-place-portland,Portland,97214,523 SE Grand Ave,45.5191362,-122.6607418,OR,,
3.5,54,The Know,divebars,5034738729,https://s3-media2.fl.yelpcdn.com/bphoto/l8j6PIAW8_yu9nVc5Jugmw/ms.jpg,the-know-portland,Portland,97211,2026 NE Alberta St,45.5590696,-122.6441853,OR,musicvenues,
3.5,68,McMenamins Hillsdale Brewery & Public House,breweries,5032463938,https://s3-media1.fl.yelpcdn.com/bphoto/uAGxCX6P12WGu_zXgqdbdQ/ms.jpg,mcmenamins-hillsdale-brewery-and-public-house-portland,Portland,97239,1505 SW Sunset Blvd.,45.47935867,-122.6935196,OR,bars,tradamerican
4,403,Fat Head's Brewery,breweries,5038207721,https://s3-media3.fl.yelpcdn.com/bphoto/RiI_bsD8SLQJu4zJCMh5iQ/ms.jpg,fat-heads-brewery-portland-3,Portland,97209,131 NW 13th Ave,45.52398,-122.68469,OR,sandwiches,burgers
3.5,119,Rogue Ales Public House,pubs,5032822630,https://s3-media1.fl.yelpcdn.com/bphoto/r4r4JylXyZAeuVMcgqLIug/ms.jpg,rogue-ales-public-house-portland-2,Portland,97218,7000 NE Airport Way,45.58646902,-122.5919529,OR,,
3.5,196,Holman's Restaurant,divebars,5032311093,https://s3-media4.fl.yelpcdn.com/bphoto/9cmqZCFyCg6lGPX-VyBRqQ/ms.jpg,holmans-restaurant-portland,Portland,97214,15 SE 28th Ave,45.5226649,-122.6374149,OR,tradamerican,
3.5,62,Kenton Station,pubs,5032869242,https://s3-media2.fl.yelpcdn.com/bphoto/Xho4PbpLC0O7ZmcjoNdxCg/ms.jpg,kenton-station-portland,Portland,97217,8303 N Denver Ave,45.5833299,-122.68734,OR,tradamerican,sportsbars
3.5,39,Bullseye Pub,pubs,5034777194,https://s3-media1.fl.yelpcdn.com/bphoto/ajjMCQyjU5IvmVPWQ2ZzDQ/ms.jpg,bullseye-pub-portland,Portland,97219,4835 SW Pomona St,45.4456,-122.72681,OR,,
3.5,90,McMenamins Chapel Pub,breweries,5032860372,https://s3-media2.fl.yelpcdn.com/bphoto/lBQLLD1y8zKuGcbtBt78Zw/ms.jpg,mcmenamins-chapel-pub-portland,Portland,97217,430 N. Killingsworth St,45.56244,-122.67036,OR,tradamerican,bars
3,284,Thirsty Lion Pub & Grill,pubs,5032222155,https://s3-media1.fl.yelpcdn.com/bphoto/5Ztw-D1Kity7AoYHEHDXIQ/ms.jpg,thirsty-lion-pub-and-grill-portland,Portland,97204,71 Sw 2nd Ave,45.52230053,-122.6722931,OR,tradamerican,
3,203,Old Market Pub & Brewery,pubs,5032442337,https://s3-media3.fl.yelpcdn.com/bphoto/rWV933ISLTktIAtLIdppqQ/ms.jpg,old-market-pub-and-brewery-portland,Portland,97223,6959 SW Multnomah Blvd,45.46595603,-122.7480823,OR,breweries,sportsbars
4.5,5,Pop Tavern,pubs,,https://s3-media1.fl.yelpcdn.com/bphoto/kj-KvltNa_RVHbELQVqqNQ/ms.jpg,pop-tavern-portland,Portland,97217,868-898 N Killingsworth St,45.5625451,-122.6755766,OR,,
3,130,Lucky Labrador Public House,pubs,5032442537,https://s3-media1.fl.yelpcdn.com/bphoto/PizrQhqJHVYLyOvSV3fJUQ/ms.jpg,lucky-labrador-public-house-portland,Portland,97219,7675 SW Capitol Hwy,45.46887,-122.7096,OR,restaurants,
4,85,Yur's Bar & Grill,divebars,5032240160,https://s3-media3.fl.yelpcdn.com/bphoto/69aKgQzeXzrlAWVxy_mW5A/ms.jpg,yurs-bar-and-grill-portland,Portland,97209,717 NW 16th Ave,45.52813721,-122.6876984,OR,tradamerican,
3,124,McMenamins Market Street Pub,breweries,5034970160,https://s3-media3.fl.yelpcdn.com/bphoto/gzbZg9U14mC2O-e0VjKDfg/ms.jpg,mcmenamins-market-street-pub-portland,Portland,97201,1526 SW 10th Ave. ,45.51443361,-122.6850738,OR,tradamerican,bars
4,386,Breakside Brewery,breweries,5037196475,https://s3-media1.fl.yelpcdn.com/bphoto/dEHaPm8R7CmpMNBRNUiVxw/ms.jpg,breakside-brewery-portland,Portland,97211,820 NE Dekum St,45.57153224,-122.6568681,OR,gastropubs,
4,85,Jolly Roger,divebars,5032328060,https://s3-media2.fl.yelpcdn.com/bphoto/GKGZo-T3U7Z7h5dkbBIOeQ/ms.jpg,jolly-roger-portland-4,Portland,97214,1340 S E 12th Ave,45.51343696,-122.6534057,OR,sportsbars,tradamerican
4,44,The Eagle Eye Tavern,divebars,5037742141,https://s3-media2.fl.yelpcdn.com/bphoto/55e5NJqzTKLPQ2wElL0ZSg/ms.jpg,the-eagle-eye-tavern-portland,Portland,97266,5836 SE 92nd Ave,45.48013486,-122.5685399,OR,lounges,karaoke
3,115,Triple Nickel Pub,divebars,5032347215,https://s3-media4.fl.yelpcdn.com/bphoto/OqnHx3nhohWiSYSDqMhVyA/ms.jpg,triple-nickel-pub-portland,Portland,97214,3646 SE Belmont St,45.51622772,-122.6260834,OR,sportsbars,newamerican
3.5,29,Cosmo Lounge,divebars,5032334220,https://s3-media4.fl.yelpcdn.com/bphoto/ObH5OM6ANnW-WmDKRYjH-A/ms.jpg,cosmo-lounge-portland,Portland,97202,6707 SE Milwaukie Ave,45.47427759,-122.6488935,OR,lounges,
3.5,59,The Slammer,divebars,5032326504,https://s3-media4.fl.yelpcdn.com/bphoto/1APmon1mAZqkVymFhpHfgg/ms.jpg,the-slammer-portland,Portland,97214,500 SE 8th Ave,45.51922,-122.65749,OR,,
3.5,184,Raccoon Lodge & Brew Pub,pubs,5032960110,https://s3-media4.fl.yelpcdn.com/bphoto/1kGDzA5Tci94imT6kkeFcg/ms.jpg,raccoon-lodge-and-brew-pub-portland,Portland,97225,7424 SW Beaverton Hillsdale Hwy,45.485861,-122.754132,OR,newamerican,
3,72,McMenamins Barley Mill Pub,breweries,5032311492,https://s3-media1.fl.yelpcdn.com/bphoto/4nTUV0ieb-Q89PqEQxb6Vg/ms.jpg,mcmenamins-barley-mill-pub-portland,Portland,97214,1629 S.E. Hawthorne Blvd.,45.51242,-122.64893,OR,tradamerican,bars
3,133,Broadway Grill & Brewery,pubs,5032844460,https://s3-media3.fl.yelpcdn.com/bphoto/KYg3IBtux9EqU08k8lHrVA/ms.jpg,broadway-grill-and-brewery-portland-2,Portland,97232,1700 NE Broadway St,45.53498402,-122.6482451,OR,tradamerican,sportsbars
4,826,Hopworks Urban Brewery,breweries,5032324677,https://s3-media2.fl.yelpcdn.com/bphoto/oBiu4UtUAqtm5NNSo5TCKw/ms.jpg,hopworks-urban-brewery-portland,Portland,97202,2944 SE Powell Blvd,45.49662,-122.63479,OR,pizza,burgers
3.5,24,Hanigan's Tavern,divebars,5032337851,https://s3-media1.fl.yelpcdn.com/bphoto/N0UlVjeN1GSgzOub-g0q8w/ms.jpg,hanigans-tavern-portland-2,Portland,97253,2622 SE Belmont St,45.51628,-122.63844,OR,,
5,1,Bacchus Bar,beerbar,8002632305,https://s3-media4.fl.yelpcdn.com/bphoto/BtSk1OX2_xdCuTAMlJKU1Q/ms.jpg,bacchus-bar-portland,Portland,97232,422 SW Broadway St,45.52084795,-122.6786644,OR,cocktailbars,pizza
4,16,Hoplandia,pubs,9712717556,https://s3-media1.fl.yelpcdn.com/bphoto/292rjCTJXpFM2u7DLiUkQg/ms.jpg,hoplandia-portland,Portland,97203,8600 N Ivanhoe St,45.589542,-122.7557376,OR,beerbar,
4.5,5,Nick's Parkrose Pub,divebars,5032547124,https://s3-media3.fl.yelpcdn.com/bphoto/XEDbvZ6MfKfuv3B6TsTQhg/ms.jpg,nicks-parkrose-pub-portland,Portland,97220,11807 NE Sandy Blvd,45.557697,-122.540375,OR,pubs,sportsbars
3.5,33,Penguin Pub & Eatery,pubs,5032324629,https://s3-media2.fl.yelpcdn.com/bphoto/i-URI5HMkiPAlHT2XZwaGQ/ms.jpg,penguin-pub-and-eatery-portland,Portland,97202,8117 SE 17th Ave,45.46383,-122.64744,OR,,
3.5,121,Slim's Cocktail Bar & Restaurant,divebars,5032863854,https://s3-media1.fl.yelpcdn.com/bphoto/XmyzZjsNJwzPJAs62gOHSA/ms.jpg,slims-cocktail-bar-and-restaurant-portland,Portland,97203,8635 N Lombard St,45.5905,-122.75489,OR,,
5,1,Ramblehouse,divebars,,https://s3-media4.fl.yelpcdn.com/bphoto/HZQObGgS3gN2jyYsMdKdVw/ms.jpg,ramblehouse-portland,Portland,97209,1315 NW Overton,45.53240204,-122.6850052,OR,,
3,72,Lucky Labrador Tap Room,breweries,5035059511,https://s3-media4.fl.yelpcdn.com/bphoto/rAAErhQQY27oyfVdje6imQ/ms.jpg,lucky-labrador-tap-room-portland-2,Portland,97217,1700 N Killingsworth St,45.5625191,-122.6851196,OR,bars,
3.5,33,Yukon Tavern,divebars,5032356352,https://s3-media4.fl.yelpcdn.com/bphoto/dXlQY6a2YPpyEdUPlfu2vQ/ms.jpg,yukon-tavern-portland,Portland,97202,5819 SE Milwaukie Ave,45.4804887,-122.6495291,OR,,
3,31,The Hutch Tavern,divebars,5032354729,https://s3-media1.fl.yelpcdn.com/bphoto/Y_LHZ7GYrdyEn-Zc7gF8VA/ms.jpg,the-hutch-tavern-portland,Portland,97213,4606 NE Glisan St,45.52617,-122.61559,OR,tradamerican,
3.5,22,Montavilla Station,pubs,5032523240,https://s3-media3.fl.yelpcdn.com/bphoto/k79X3CIT1-2Pwzu1BKeOMg/ms.jpg,montavilla-station-portland,Portland,97215,417 SE 80th Avenue,45.51963173,-122.5815386,OR,,
3.5,301,Sasquatch Brewing Company,breweries,5034021999,https://s3-media4.fl.yelpcdn.com/bphoto/FzbfpSkg_1k4aiIcAwYVUQ/ms.jpg,sasquatch-brewing-company-portland-2,Portland,97239,6440 SW Capitol Hwy,45.47770277,-122.698965,OR,gastropubs,burgers
4,198,Torta-landia,pubs,5034459966,https://s3-media1.fl.yelpcdn.com/bphoto/soqrGiaPsGDOQryBcxaDHg/ms.jpg,torta-landia-portland,Portland,97206,4144 SE 60th Ave,45.4925799,-122.60159,OR,mexican,
4,8,Old Gilbert Road Tavern,divebars,,https://s3-media1.fl.yelpcdn.com/bphoto/wTKvu60KZbchuKYDf_W2Ug/ms.jpg,old-gilbert-road-tavern-portland,Portland,97206,7148-7198 SE Harold St,45.48292,-122.5894394,OR,,
3.5,85,XV,pubs,5037909090,https://s3-media1.fl.yelpcdn.com/bphoto/K5DR7ARRo7vBLo7eoLC-IA/ms.jpg,xv-portland,Portland,97204,15 SW 2nd Ave,45.5227,-122.67267,OR,lounges,
3.5,19,Common Law,beerbar,5034779364,https://s3-media2.fl.yelpcdn.com/bphoto/3vrXvm8sowd07lBcjsLIOQ/ms.jpg,common-law-portland,Portland,97204,Pine Street Market,45.52118692,-122.6730389,OR,hotdogs,
4.5,2,Railside Pub,pubs,5032828000,https://s3-media2.fl.yelpcdn.com/bphoto/22z_FPnBBwQWFDNkiCcqeA/ms.jpg,railside-pub-portland,Portland,97218,5301 NE Portland Hwy,45.56863,-122.60847,OR,divebars,karaoke
4,200,Hopworks BikeBar,breweries,5032876258,https://s3-media2.fl.yelpcdn.com/bphoto/4Jl0hMqNr1uZ5vkSnIWhuQ/ms.jpg,hopworks-bikebar-portland,Portland,97227,3947 N Williams Ave,45.55139445,-122.6667892,OR,pizza,burgers
3,42,Raleigh Hills Pub,pubs,5032921723,https://s3-media1.fl.yelpcdn.com/bphoto/dpHmy1W6jA997xtCvTCJ5A/ms.jpg,raleigh-hills-pub-portland,Portland,97225,4495 SW Scholls Ferry Rd.,45.487403,-122.747497,OR,breweries,tradamerican
3.5,12,The Plank,pubs,5094395393,https://s3-media2.fl.yelpcdn.com/bphoto/gO-24lHEPF99jiqEUPJPdw/ms.jpg,the-plank-portland,Portland,97209,610 NW Couch St,45.52362061,-122.6766891,OR,tradamerican,
3,37,13 Virtues Brewing Co,pubs,5032398544,https://s3-media3.fl.yelpcdn.com/bphoto/45TPnLqqBoEOIE0EqO5ViA/ms.jpg,13-virtues-brewing-co-portland,Portland,97202,6410 SE Milwaukie Ave,45.4762383,-122.6487274,OR,,
3,60,The Tardis Room,pubs,5032323344,https://s3-media1.fl.yelpcdn.com/bphoto/YvoZcHQFBV34QKQue-s5JA/ms.jpg,the-tardis-room-portland,Portland,97217,1218 N Killingsworth St,45.5625927,-122.6795353,OR,british,fishnchips
3.5,414,Burnside Brewing Co,breweries,5039468151,https://s3-media3.fl.yelpcdn.com/bphoto/XpMuUmoSaqolYLWLx-uYMw/ms.jpg,burnside-brewing-co-portland,Portland,97214,701 E Burnside St,45.523304,-122.658363,OR,newamerican,
3,66,Dublin Pub,pubs,5032972889,https://s3-media4.fl.yelpcdn.com/bphoto/plncijw1lhbx_QdT-ywFWw/ms.jpg,dublin-pub-portland,Portland,97225,6821 SW Beaverton Hillsdale Hwy,45.4868189,-122.747285,OR,irish,musicvenues
3.5,182,Migration Brewing,breweries,5032065221,https://s3-media3.fl.yelpcdn.com/bphoto/ripEMmKs3yHUM4bWVCja8g/ms.jpg,migration-brewing-portland,Portland,97232,2828 NE Glisan St,45.5262223,-122.6364238,OR,sandwiches,burgers
4,31,Portland U-Brew & Pub,breweries,5039432727,https://s3-media4.fl.yelpcdn.com/bphoto/A2KQfQIZPAEpnS37DgyJZQ/ms.jpg,portland-u-brew-and-pub-portland,Portland,97202,6237 SE Milwaukie Ave,45.4774017,-122.6494675,OR,pubs,
3,5,New 715 Inn,divebars,5032824437,https://s3-media1.fl.yelpcdn.com/bphoto/NVCNOMeZOkNkLMC9YmWn6g/ms.jpg,new-715-inn-portland,Portland,97232,715 NE Broadway St,45.53517672,-122.6583306,OR,hotels,
4,10,Leipzig Tavern,pubs,5032334613,https://s3-media4.fl.yelpcdn.com/bphoto/w43FT0rZbPvxDCXNZTzojQ/ms.jpg,leipzig-tavern-portland-2,Portland,97202,Gino's,45.464926,-122.653237,OR,italian,
4.5,3,Hillbilly's Growler Station,pubs,9712550894,https://s3-media3.fl.yelpcdn.com/bphoto/aKTM0XLZx-Ma5JsVrqK4yQ/ms.jpg,hillbillys-growler-station-portland,Portland,97213,7631B NE Glisan St,45.526611,-122.584098,OR,,
4,15,Carmichael's Pub & Grill,pubs,5036240243,https://s3-media3.fl.yelpcdn.com/bphoto/wC-8SRlFFkGN-kQ7fyJgwg/ms.jpg,carmichaels-pub-and-grill-portland,Portland,97223,12740 SW Pacific Hwy,45.42747,-122.77702,OR,,
3,30,Scoreboard,divebars,5032340181,https://s3-media1.fl.yelpcdn.com/bphoto/bZ_-4b_wC9q0TrJRodGz4Q/ms.jpg,scoreboard-portland,Portland,97206,4822 SE Division St,45.50508118,-122.6127701,OR,sportsbars,
3,26,Daddy Mojo's Cafe,pubs,5032820956,https://s3-media4.fl.yelpcdn.com/bphoto/bNtPze4oTIAxkH_n-eKCRA/ms.jpg,daddy-mojos-cafe-portland,Portland,97212,1501 NE Fremont St,45.54846,-122.65019,OR,burgers,sushi
3.5,53,O'Malley's Saloon & Grill,pubs,5037770495,https://s3-media1.fl.yelpcdn.com/bphoto/ugA3JAQagmh2GqiAYsJqqw/ms.jpg,o-malleys-saloon-and-grill-portland,Portland,97206,6535 SE Foster Rd,45.4891999,-122.59513,OR,tradamerican,pizza
4,212,Widmer Brothers Brewing Company,breweries,5032813333,https://s3-media4.fl.yelpcdn.com/bphoto/ROs6vntX29-A-aAqUzftzQ/ms.jpg,widmer-brothers-brewing-company-portland,Portland,97227,929 N Russell St,45.54128,-122.67656,OR,tradamerican,beer_and_wine
3.5,52,The Wooden Chicken,pubs,5032538893,https://s3-media1.fl.yelpcdn.com/bphoto/kzsJDpXD56LB1aUYjcLRSw/ms.jpg,the-wooden-chicken-portland,Portland,97230,12500 NE  Sandy Blvd,45.55603027,-122.5335922,OR,newamerican,
3.5,141,St. Johns Theater & Pub,pubs,5032838520,https://s3-media4.fl.yelpcdn.com/bphoto/7-Mmk9THrFxqG2QiTHUJWg/ms.jpg,st-johns-theater-and-pub-portland,Portland,97203,8203 N. Ivanhoe St.,45.58864594,-122.7516403,OR,breweries,tradamerican
3.5,12,Chopsticks,divebars,5032346171,https://s3-media1.fl.yelpcdn.com/bphoto/2a9IxDwmZ7TgYKZnW7AyRA/ms.jpg,chopsticks-portland-4,Portland,97232,3390 NE Sandy Blvd,45.53207016,-122.6289825,OR,karaoke,chinese
3,80,McMenamins Mall 205 Pub,pubs,5032545411,https://s3-media1.fl.yelpcdn.com/bphoto/AfJC8H--CuvGoW1kH7DCtA/ms.jpg,mcmenamins-mall-205-pub-portland,Portland,97216,9710 SE Washington St.,45.517387,-122.563529,OR,breweries,tradamerican
3.5,34,Greek Village Tavern,divebars,5036432119,https://s3-media1.fl.yelpcdn.com/bphoto/6VDhFQ_J1aXyKnwqmsT6iQ/ms.jpg,greek-village-tavern-portland,Portland,97229,301 NW Murray Blvd,45.52098465,-122.8164749,OR,,
3,73,Belmont's Inn,divebars,5032321998,https://s3-media1.fl.yelpcdn.com/bphoto/GgdLRiirGdQzVtxAgpP21Q/ms.jpg,belmonts-inn-portland,Portland,97214,3357 SE Belmont St,45.5166206,-122.629837,OR,restaurants,
4,93,Ground Breaker Brewing,breweries,5039284195,https://s3-media2.fl.yelpcdn.com/bphoto/a0HbugO55EDl9RgzuNDWiQ/ms.jpg,ground-breaker-brewing-portland-2,Portland,97214,2030 SE 7th Ave,45.50804635,-122.6585796,OR,gluten_free,gastropubs
